,log_dir,frame_per_second,episode_reward,policy_loss,entropy,discriminator_loss,gail_reward,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,488,2.4261104633809234,-1.0032462048989075,2.669159551155873,0.479330606577106,0.0276867382777616,-1.0032462116999503,1.7201619894076616,,1.0033278884795995,20000,92,0,40.933624029159546,0.0
1,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,500,2.431576112471363,-0.9998634769366338,2.653117293272263,0.050676849224150944,0.0023447798959051187,-0.9998634795347849,3.786011197933784,,0.9999541094669929,40000,193,1,79.95728969573975,0.0
2,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,490,2.7500143001157586,-1.0001398126284282,2.579414021051847,0.04304114976324714,0.010694498548475213,-1.0001398006310829,2.546861102947822,,1.0001615414252647,60000,293,2,122.22496795654297,0.0
3,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,487,3.771131459709859,-1.0003496836393306,2.4923365861941607,0.04451158267016021,0.001184382524045829,-1.0003496824166713,1.0681144674619039,,1.000465155335573,80000,393,3,164.06980347633362,0.0
4,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,484,4.280071754778873,-1.0022229384153316,2.36978630622228,0.05273025337702189,0.023125067852341977,-1.00222293925591,1.5660909579350397,,1.0023727157941231,100000,493,4,206.25369453430176,0.0
5,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,481,5.84567425451909,-1.0021940336777613,2.259344023007613,0.066473028383767,0.01885566268211756,-1.0021940297805345,1.655359536409378,,1.0023210472785509,120000,592,5,249.1284637451172,0.0
6,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,479,8.063017737831071,-0.9996320735949736,2.2007960142233434,0.07050666582579605,0.01619812676993509,-0.9996320721430656,1.6032170477585914,,0.9997955524768585,140000,692,6,291.92244696617126,0.0
7,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,477,9.937841255497599,-1.0009123297073903,2.070244956780703,0.06806925542127246,0.013716296263588354,-1.0009123323055413,1.5707344155281018,,1.0010231475799511,160000,794,7,335.3047387599945,0.0
8,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,475,10.446584071341181,-1.000218018048849,1.958970339787312,0.06391857620328664,0.010385214533800115,-1.0002180139987897,1.779177699639247,,1.0003900703711388,180000,897,8,378.7145285606384,0.0
9,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,473,9.228432533628565,-1.0007172647194984,1.8580116485938047,0.05529592490922182,0.014584163213984515,-1.0007172665534876,1.7353687008221945,,1.0008618027735978,200000,1002,9,422.7333617210388,0.0
10,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,470,6.3529229606006865,-0.9994429512665822,1.70676443530963,0.05559120203057925,0.01856527152733925,-0.9994429508080849,1.931552059069658,,0.9995339172772872,220000,1130,10,468.0437958240509,0.0
11,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,468,6.681058825434474,-1.0007039031157128,1.6303905937916194,0.04435148548442297,0.008177688763512728,-1.0007039008232264,2.4376329669585597,,1.0008400972837057,240000,1248,11,512.3011717796326,0.0
12,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,468,5.855243946357194,-0.9994144471027913,1.5828181176613538,0.03942766604013741,0.01009508658391543,-0.9994144411423267,1.7200600082293536,,0.9995787283548943,260000,1368,12,555.2438857555389,0.0
13,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,468,6.967682909216081,-1.001431450018516,1.5130758280937489,0.03444659211434042,0.008952364530294942,-1.0014314494071863,1.7430549435890639,,1.0015539364172863,280000,1479,13,597.9093124866486,0.0
14,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,468,7.963509656209621,-0.9994382638197679,1.4296590886054894,0.030571578505437055,0.007255613734611334,-0.9994382599225411,1.9086047618817061,,0.9995496491591136,300000,1585,14,640.498771905899,0.0
15,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,468,8.892381150675055,-1.0011320669681598,1.3393632833774274,0.02763796198265388,0.00562413964071311,-1.001132067426657,1.9225802747867047,,1.0012742483463042,320000,1689,15,682.9063062667847,0.0
16,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,468,8.53091510102498,-1.00088438361119,1.1943841657577416,0.022850852912793367,0.008529621070155348,-1.0008843862857575,2.212656919925641,,1.0010570678191306,340000,1801,16,726.4059801101685,0.0
17,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/gail,466,7.30033951096863,-1.0000092916763745,1.1036559084287056,0.025266053600427815,0.02018345981919899,-1.0000092921348718,2.2095966731890653,,1.0001588847392644,360000,1928,17,771.0448303222656,0.0
