,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,382,9.181680881746662,-0.0071997858679447415,2.7927161803612344,0.04088282947762845,0.03368304464369057,1.0549870592279311,0.1862274557352066,1.001031934756499,10000,8,0,26.177805423736572,0.0
1,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,395,11.960887634266696,-0.012395227342270887,2.733065000558511,0.035013686452443016,0.022618458325711962,1.1341691963947735,0.22196730971336365,1.000025847936288,20000,18,1,50.552396059036255,0.0
2,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,404,14.434034643137599,-0.013470449886069848,2.659590257742466,0.05884726857288908,0.045376817981163275,1.4572195312915703,0.28429505228996277,0.9989114503065745,30000,29,2,74.1379075050354,0.0
3,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,398,16.036569043044157,-0.01005518504848274,2.5775336357263416,0.16427838005698644,0.15422319469806284,1.8256931340083098,0.36274704337120056,0.9968481471905342,40000,44,3,100.43432450294495,0.0
4,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,395,17.759169516804846,-0.008149280617586695,2.4417122669709035,0.3185843439247364,0.31043506376445296,2.2653205410028114,0.5463652014732361,0.9999899974236122,50000,62,4,126.49406290054321,0.0
5,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,385,18.71593039459856,-0.005833413566534336,2.360536543528239,0.7847753988626676,0.7789419825260456,2.906462906033565,0.6731414794921875,1.0002720534801484,60000,94,5,155.69208073616028,0.0
6,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,380,20.20060837298788,-0.006191308242388261,2.305129325695527,1.4359480915925442,1.429756777561628,3.9420877465834985,0.7317202687263489,0.9980206226691222,70000,137,6,184.08585333824158,0.0
7,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,374,18.961761739663533,-0.005806939942666735,2.2543662101794513,1.840359653876378,1.8345527155277057,4.65264626848392,0.7277945280075073,0.9991057088741889,80000,188,7,213.8492295742035,0.0
8,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,370,19.799493404659476,-0.00334011199287115,2.198428831344996,2.7323463522470917,2.729006252839015,6.3774650035760345,0.9638052582740784,0.9987307884754278,90000,243,8,242.68830561637878,0.0
9,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,364,15.687787535778734,-0.003082735749343649,2.1653928133157585,3.859676716877864,3.856593967706729,6.493415926052974,0.536109447479248,0.9991440400099143,100000,325,9,274.03733372688293,0.0
10,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,357,20.372317164199497,-0.0020815214954125576,2.077080355852078,5.062360520240588,5.060278992775159,8.13523476887972,1.149688720703125,1.0013411913162622,110000,411,10,307.35371708869934,0.0
11,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,353,28.4951632421889,-0.0039712208442581,2.0204557296557306,5.348065320650736,5.344094108923888,9.523687205253504,1.5819648504257202,1.001295879865304,120000,475,11,339.6001853942871,0.0
12,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,348,32.026155452640936,-0.005004940827926382,1.9880624272884466,7.499615385593512,7.494610461210593,11.279270924665989,1.5393657684326172,0.9988419653513493,130000,545,12,372.6267120838165,0.0
13,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,345,42.329066473434516,-0.0033069720420126733,1.9183556495568692,9.7387725292108,9.73546556448325,16.667682594519395,2.291452169418335,1.0002556785559042,140000,614,13,405.19662976264954,0.0
14,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,342,53.04859980010692,-0.0030939269894495226,1.854667140581669,9.92090610724229,9.917812193357028,18.80202388152098,2.3792011737823486,0.9991126703910339,150000,667,14,437.4067885875702,0.0
15,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,341,66.7083379548393,-0.001508132939059765,1.793831067513197,15.180930888347136,15.179422735556578,26.38188348855728,2.874958038330078,1.0002151197347886,160000,730,15,468.7401695251465,0.0
16,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,338,66.18916010318907,-0.004544421803588286,1.7271624158590269,19.453519295423458,19.448974797664544,28.813581244762126,2.525841236114502,1.0001389330778367,170000,796,16,502.662024974823,0.0
17,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,336,76.78615207730533,-0.0019080109070413389,1.7482299333963638,19.315205933497502,19.31329795886309,38.175663181451654,2.501433849334717,1.000065562969599,180000,853,17,535.1049335002899,0.0
18,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,335,95.81650359896875,-0.0007098380153855452,1.708773238842304,20.54105861614912,20.540348899058806,43.877919524755235,3.3424224853515625,1.0014435787995657,190000,901,18,566.9041764736176,0.0
19,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,333,93.25860063387064,-0.0028889668472588826,1.683938802511264,28.03755492185935,28.03466601249499,51.62184338447375,1.473710536956787,1.0007522116868923,200000,961,19,599.7730526924133,0.0
20,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,331,100.06151446931223,-0.0017286414387994089,1.6400801135943486,24.318871850233812,24.317143271519587,62.807826391855876,2.7699344158172607,1.0004286342706437,210000,1009,20,632.6829426288605,0.0
21,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,331,107.00669332190186,-0.004001245657220865,1.5937210767697065,31.308671222588956,31.3046699426113,73.52517833709717,1.2061128616333008,0.9994070669015248,220000,1064,21,663.673526763916,0.0
22,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,330,111.95053064328542,-0.003288916376634286,1.5333766151697208,29.927524400368714,29.924235383058207,100.33642465884868,2.7210025787353516,1.0001526719484575,230000,1114,22,695.9975192546844,0.01
23,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,329,122.37623852744437,-0.002466509331208773,1.4078242604549114,30.934202575683592,30.931736085353755,100.67923503288856,1.9716023206710815,0.998795243868461,240000,1173,23,728.5430600643158,0.01
24,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,327,122.85441704079498,-0.0035130438967966118,1.3894533148178687,35.5703683412992,35.56685531322773,132.5509208385761,2.4115941524505615,1.0003861427307128,250000,1225,24,762.8871974945068,0.0
25,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,326,131.78127261475646,2.401658835319372e-06,1.3350655882786482,36.54811297685672,36.54811534881592,143.2235472263434,1.568693995475769,0.9997838105910863,260000,1281,25,795.2610831260681,0.0
26,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,325,139.53019845309922,-0.0006682515980150455,1.2576916080254774,45.53315494732979,45.53248672974415,173.03678986476018,2.297654390335083,0.99867480748739,270000,1335,26,828.5675621032715,0.0
27,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,324,134.62600205865613,-0.000653782342441189,1.2382700675573104,43.58374254275591,43.58308889927008,176.21998985486152,1.1947927474975586,0.9999299365740556,280000,1394,27,862.9920024871826,0.0
28,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,323,125.18556395837533,0.0016893229698045895,1.2147510598867368,42.55282803559915,42.55451741340833,171.5838052016038,0.3127012252807617,0.9990679487203941,290000,1458,28,896.3560476303101,0.0
29,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,322,121.20549703477899,-0.00041333511471748353,1.2363474045044336,41.28437034411308,41.2839570412269,211.253811332507,-0.22554147243499756,1.000185045065024,300000,1521,29,929.7256217002869,0.0
30,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,321,127.31081721398715,0.0014078855681686829,1.2047248433797788,51.841673122308194,51.843081073271925,206.47521900274813,-0.35383227467536926,0.9994240646178906,310000,1586,30,964.9201316833496,0.0
31,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,320,118.17216577289777,-0.00043754240450186605,1.1249779288585369,50.23164896353697,50.23121130527594,286.70108270889676,-0.935882568359375,0.9988003553488316,320000,1654,31,998.4683382511139,0.0
