,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,actor_loss,critic_loss,target_q,success_rate
52,MetaDrive-Tut-Easy-v0,131,65.60206446867593,53019,495,403.6473789215088,-19.876352310180664,2.6950135231018066,19.142549514770508,0.12
53,MetaDrive-Tut-Easy-v0,131,63.22474407498561,54042,506,411.81127548217773,,1.2245798110961914,18.883108139038086,0.08
54,MetaDrive-Tut-Easy-v0,131,60.49798159459558,55038,517,419.75609612464905,,1.7093268632888794,19.306509017944336,0.03
55,MetaDrive-Tut-Easy-v0,131,58.70871263087639,56080,529,428.07916808128357,,2.5844836235046387,21.9864444732666,0.01
56,MetaDrive-Tut-Easy-v0,130,59.40279705965139,57001,539,435.43833112716675,-20.801969528198242,47.144927978515625,19.645784378051758,0.0
57,MetaDrive-Tut-Easy-v0,130,60.88429699773148,58044,550,443.7480742931366,,1.7877020835876465,20.171878814697266,0.0
58,MetaDrive-Tut-Easy-v0,130,62.8874736075781,59070,560,451.9321994781494,,23.021923065185547,21.33798599243164,0.0
59,MetaDrive-Tut-Easy-v0,130,65.160165171169,60015,569,459.4918055534363,-24.229787826538086,1.529029130935669,23.426698684692383,0.0
60,MetaDrive-Tut-Easy-v0,130,67.24279391337294,61075,579,467.95723843574524,-24.438518524169922,8.016982078552246,24.12861442565918,0.0
61,MetaDrive-Tut-Easy-v0,130,70.39806678092468,62084,588,476.0454249382019,,8.901259422302246,20.308696746826172,0.03
62,MetaDrive-Tut-Easy-v0,130,73.85075394747223,63094,597,484.13902044296265,,2.942031145095825,23.564950942993164,0.04
63,MetaDrive-Tut-Easy-v0,130,76.29137315298358,64024,605,491.4737207889557,,3.5639491081237793,25.27649688720703,0.07
64,MetaDrive-Tut-Easy-v0,130,79.60498287772029,65006,613,499.16234159469604,,3.7077441215515137,23.21239471435547,0.12
65,MetaDrive-Tut-Easy-v0,130,84.00003326542966,66105,622,507.80329632759094,-25.061893463134766,4.348531723022461,24.013212203979492,0.17
66,MetaDrive-Tut-Easy-v0,130,87.52170693723713,67010,629,514.8624713420868,,3.0706491470336914,24.133779525756836,0.24
67,MetaDrive-Tut-Easy-v0,130,91.28341897957338,68029,637,522.863534450531,-27.08793830871582,4.095684051513672,27.062286376953125,0.31
68,MetaDrive-Tut-Easy-v0,130,95.2593611599107,69079,645,531.0557000637054,-27.159162521362305,3.5104482173919678,26.156230926513672,0.39
69,MetaDrive-Tut-Easy-v0,130,98.63610108244251,70086,653,538.9419374465942,,6.300901412963867,26.776145935058594,0.47
70,MetaDrive-Tut-Easy-v0,130,100.89295595686085,71004,660,546.115880727768,,2.4485435485839844,26.231592178344727,0.53
71,MetaDrive-Tut-Easy-v0,129,103.20430492640249,72124,669,554.9056928157806,,3.4367940425872803,28.75526237487793,0.61
72,MetaDrive-Tut-Easy-v0,129,105.06358183875624,73124,677,562.7283728122711,,46.895992279052734,24.775609970092773,0.68
73,MetaDrive-Tut-Easy-v0,129,107.27966956421072,74041,684,569.9098057746887,-28.705583572387695,4.456531524658203,28.462427139282227,0.75
74,MetaDrive-Tut-Easy-v0,129,107.87083963308446,75089,692,578.0679574012756,-28.90472412109375,9.278682708740234,28.21403694152832,0.79
75,MetaDrive-Tut-Easy-v0,129,109.55345064892313,76034,699,585.4564487934113,,2.145693778991699,26.965709686279297,0.85
76,MetaDrive-Tut-Easy-v0,129,110.5601822649793,77116,707,593.9328031539917,,15.530379295349121,29.6014461517334,0.89
77,MetaDrive-Tut-Easy-v0,129,110.8180551237936,78078,714,601.4604187011719,,8.107223510742188,28.687423706054688,0.9
78,MetaDrive-Tut-Easy-v0,129,111.35277423395758,79004,721,608.7087159156799,,6.2086358070373535,30.615509033203125,0.92
79,MetaDrive-Tut-Easy-v0,129,111.55351541445552,80131,729,617.5324397087097,-33.336883544921875,14.381704330444336,32.22903060913086,0.93
80,MetaDrive-Tut-Easy-v0,129,111.18560198273191,81062,736,624.8237137794495,,4.524206161499023,30.206222534179688,0.93
81,MetaDrive-Tut-Easy-v0,129,110.85979571832608,82042,743,632.4690155982971,,5.225456714630127,30.289941787719727,0.92
82,MetaDrive-Tut-Easy-v0,129,110.87602776801904,83038,750,640.3598327636719,,63.720333099365234,30.056594848632812,0.92
83,MetaDrive-Tut-Easy-v0,129,110.55610801136936,84022,757,648.2054340839386,,5.39849853515625,33.15143966674805,0.91
84,MetaDrive-Tut-Easy-v0,129,110.73046870365182,85144,765,657.1033182144165,,4.346016883850098,33.892398834228516,0.92
85,MetaDrive-Tut-Easy-v0,129,111.30079102291269,86126,772,664.9693009853363,,23.388813018798828,33.3237419128418,0.93
86,MetaDrive-Tut-Easy-v0,129,111.8196750684678,87147,779,673.0887181758881,-32.88637161254883,4.166741371154785,32.88182067871094,0.94
87,MetaDrive-Tut-Easy-v0,129,111.83595774392448,88036,785,680.1981027126312,,17.75481414794922,34.59135437011719,0.94
88,MetaDrive-Tut-Easy-v0,129,112.40603329935946,89045,792,688.304514169693,-37.852142333984375,35.158287048339844,36.76493835449219,0.95
89,MetaDrive-Tut-Easy-v0,129,112.41298760442564,90040,799,696.2932977676392,,6.293119430541992,34.65972137451172,0.95
90,MetaDrive-Tut-Easy-v0,129,112.40535698617991,91044,806,704.3507544994354,,40.0089111328125,34.20947265625,0.95
91,MetaDrive-Tut-Easy-v0,129,112.5694485961571,92046,813,712.3898966312408,,7.29887580871582,34.82362365722656,0.96
92,MetaDrive-Tut-Easy-v0,129,112.74792661504821,93037,820,720.3365683555603,-32.34254455566406,4.0673723220825195,31.57769012451172,0.97
93,MetaDrive-Tut-Easy-v0,129,112.72457343663399,94030,827,728.3364527225494,,7.76634407043457,34.80912780761719,0.97
94,MetaDrive-Tut-Easy-v0,129,113.30815154852377,95039,834,736.4515514373779,-37.305946350097656,4.001552581787109,36.79285430908203,0.98
95,MetaDrive-Tut-Easy-v0,128,113.62154703096056,96070,841,744.737832069397,,22.412805557250977,38.18516540527344,0.99
96,MetaDrive-Tut-Easy-v0,128,113.62124813224034,97088,848,752.9156756401062,,54.92698669433594,36.41710662841797,0.99
97,MetaDrive-Tut-Easy-v0,128,113.92546677028051,98093,855,761.0162510871887,-39.147300720214844,58.1577262878418,37.33955001831055,1.0
98,MetaDrive-Tut-Easy-v0,128,113.92825716762668,99112,862,769.269481420517,,20.196321487426758,39.146305084228516,1.0
