,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,709,2.4320267746852156,0.40570188702490084,8.103567447112157,0.011168551799626305,0.41687042902295407,3.3856596109911035,0.1949881613254547,0.6356541544613906,20000,91,0,28.18602156639099,0.0
1,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,702,2.268129319081494,0.1558046675263307,14.018789965067155,0.11625750888950932,0.2720621751263165,2.112471482062187,0.1387266218662262,0.4152784945228352,40000,201,1,56.97694253921509,0.0
2,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,693,1.813309323453189,0.21016862713373624,21.528869994481404,0.14134104025956148,0.351509674361501,4.715519129580412,0.06061038747429848,0.05945766918698493,60000,308,2,86.46037006378174,0.0
3,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,683,2.1290488285394575,0.161130210917252,30.880525351793338,0.10288794804245043,0.26401815930238137,0.722683443250851,0.0750587061047554,0.04524845543760771,80000,413,3,117.07322287559509,0.0
4,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,680,2.2353792751024475,0.1642107247780913,39.17960208257039,0.09192681462169648,0.2561375407931896,1.200589092899687,0.061991285532712936,0.06365311898377676,100000,516,4,146.98067116737366,0.0
5,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,683,2.135395585691132,0.16082810211496856,42.91970850137564,0.10681407277066356,0.2676421748808561,4.025019737366492,0.05275838449597359,0.2877218346294308,120000,621,5,175.48887419700623,0.0
6,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,685,2.0821754476197514,0.16257318685499902,44.02618650778746,0.09805839376953931,0.26063158115945184,6.374637779402427,0.04471340775489807,0.958646012028345,140000,723,6,204.21601247787476,0.0
7,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,684,2.290476621438908,0.19882963044712176,48.635887581262836,0.09209623115662581,0.29092586223895733,7.020751948922109,0.03995100036263466,0.226171971217562,160000,826,7,233.624125957489,0.0
8,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,683,2.4631246655178103,0.20157789074553129,50.33507809761243,0.07569763886336332,0.2772755300769439,10.056051253374571,0.042387187480926514,0.4523931237606284,180000,930,8,263.2529401779175,0.0
9,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,682,1.8632920006139586,0.18246902011287136,52.75523874820807,0.12271869898988651,0.3051877190096256,9.292480809069597,-0.020534805953502655,0.742733899780955,200000,1038,9,293.1772725582123,0.0
10,/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,682,1.9942486549860812,0.21110628390541444,56.364857815473506,0.11050869474808375,0.32161498082180817,11.825138065944879,-0.004364851396530867,1.3391315505589143,220000,1143,10,322.31526041030884,0.0
